Semester,Division,Dept,Num,CourseName,CourseLevel,Hrs Per Week,Interest in student learning,Clearly explain course requirements,Clear learning objectives & goals,Instructor provides feedback to students to improve,Demonstrate importance of subject matter,Explains subject matter of course,Show respect for all students,Overall teaching rate,Overall course rate
Spring, Dietrich College of Humanities and Social Sciences,HIS,79411,RSRCH ISLAMIC ISSUES,Undergraduate,8,5,4.4,4.6,4.8,5,5,5,5,5
Spring, Dietrich College of Humanities and Social Sciences,HIS,79417,TPC RUSSIAN LANG CUL,Undergraduate,7.25,5,5,5,5,5,5,5,5,5
Spring, Dietrich College of Humanities and Social Sciences,HIS,79420,HIS RESEARCH SMNR,Undergraduate,8,5,5,5,5,5, ,5,4,4
Spring, Dietrich College of Humanities and Social Sciences,HIS,79424,HISTORY GERMAN FILM,Undergraduate,6.5,5,5,5,4,5,4.5,5,5,5
Spring, Dietrich College of Humanities and Social Sciences,HIS,79431,SPANISH FILM,Undergraduate,6,5,5,5,5,5,5,5,5,5
Spring, Dietrich College of Humanities and Social Sciences,HIS,79465,ARTS IN QATAR,Undergraduate,7.22,4.64,4.61,4.58,4.47,4.61,4.56,4.92,4.67,4.97
Spring, Dietrich College of Humanities and Social Sciences,HIS,79470,SIM CONFLICT RESOLUT,Undergraduate,5,5,5,5,5,5,5,5,5,5
Spring, Dietrich College of Humanities and Social Sciences,HIS,79701,GRAD RESEARCH SEM I,Graduate,10,4.5,4.33,4.5,4.67,4.5,4.33,4.33,4.5,4.33
Spring, Dietrich College of Humanities and Social Sciences,HIS,79705,SEMINAR IN INSTRCTN,Graduate,4.4,5,4.2,4.2,5,4.6,4.2,5,5,4.4
Spring, Dietrich College of Humanities and Social Sciences,HIS,79856,AFRICAN AMER URB HIS,Graduate,11,4.6,4.2,4.4,4,4.8,4.6,4.8,4.6,4.4
Spring, Dietrich College of Humanities and Social Sciences,HSS,66110,DC FIRST-YR SEMINAR,Undergraduate,5.64,4.58,4.45,4.51,4.42,4.55,4.49,4.71,4.37,4.34
Spring, Dietrich College of Humanities and Social Sciences,HSS,66119,DC FIRST-YR SEMINAR,Undergraduate,5.42,4.13,3.9,3.96,3.83,3.9,3.9,4.35,3.87,3.51
Spring, Dietrich College of Humanities and Social Sciences,HSS,66122,DC FIRST-YR SEMINAR,Undergraduate,5.49,4.5,4.29,4.33,4.19,4.4,4.19,4.67,4.33,4.26
Spring, Dietrich College of Humanities and Social Sciences,HSS,66123,DC FIRST-YR SEMINAR,Undergraduate,5,3.76,3.24,3.18,3.47,3.41,3.24,3.53,3.29,3.12
Spring, Dietrich College of Humanities and Social Sciences,HSS,66221,TOPICS OF LAW,Undergraduate,3.21,4.71,4.83,4.81,4.74,4.79,4.83,4.86,4.67,4.67
Summer, Dietrich College of Humanities and Social Sciences,HSS,66221,TOPICS OF LAW,Undergraduate,5,4.56,4.56,4.63,4.5,4.63,4.63,4.81,4.44,4.63
Spring, Dietrich College of Humanities and Social Sciences,HSS,66236,ENVIRONMENTAL IDEAS,Undergraduate,6.5,4.92,4.67,4.58,4.58,4.92,4.67,4.83,4.75,4.5
Spring, Tepper School of Business,IA,45872,TECHNOLOGY STRATEGY,Graduate,9.75,4.54,4.5,4.29,4,4.57,4.63,4.54,4.58,4.38
Spring, Tepper School of Business,IA,45981,DEV BLOCKCHAIN USE,Graduate,12.4,4.2,3.2,3.8,3.8,3.8,3.6,4.2,3.8,3.8
Spring, Tepper School of Business,IA,46740,MANAGING PEOPLE/TEAM,Graduate,8.62,4.7,4.83,4.87,4.43,4.77,4.87,4.9,4.8,4.77
Spring, Tepper School of Business,IA,46870,BUS FUND HGH TECH PM,Graduate,9.6,4.92,4.68,4.8,4.48,4.88,4.56,4.96,4.68,4.56
Spring, Tepper School of Business,IA,46871,PRINCPLS OF PM,Graduate,9.13,4.43,4.53,4.62,4.28,4.52,4.5,4.9,4.4,4.43
Spring, Tepper School of Business,IA,46873,BUS COM COMPX DEC MK,Graduate,7.2,4.63,4.3,4.24,4.52,4.28,4.3,4.53,4.2,4
Spring, Tepper School of Business,IA,46902,FINANCIAL COMP II,Graduate,8.46,4.44,4.56,4.53,4.37,4.47,4.6,4.78,4.42,4.22
Spring, Tepper School of Business,IA,46903,FINANCIAL CMPTNG III,Graduate,11.43,4.51,4.05,4.21,4.4,4.27,3.91,4.8,3.91,3.79
Spring, Tepper School of Business,IA,46907,MSCF BUS COMM II,Graduate,2.57,4.9,4.82,4.84,4.87,4.88,4.81,4.9,4.73,4.72
Spring, Tepper School of Business,IA,46927,STS MCHN LRN II,Graduate,9.95,4.86,4.73,4.84,4.78,4.86,4.75,4.96,4.78,4.78
Spring, Tepper School of Business,IA,46929,FIN TIME SERIES ANLY,Graduate,8.17,4.26,4.17,4.12,4.21,4.37,4.04,4.74,3.89,3.86
Spring, Tepper School of Business,IA,46932,SIM METHD OPTN PRICE,Graduate,12.12,4.62,4.66,4.7,4.5,4.64,4.63,4.79,4.63,4.53
Spring, Tepper School of Business,IA,46944,STOCHASTC CALC FIN I,Graduate,11.45,4.55,4.51,4.52,4.36,4.48,4.52,4.75,4.39,4.43
Spring, Tepper School of Business,IA,46945,STOCHTC CALC FNC II,Graduate,11.32,4.8,4.83,4.83,4.74,4.83,4.88,4.87,4.85,4.8
Spring, Tepper School of Business,IA,46971,PRESNTN COMPTNL FINC,Graduate,7.15,4.84,4.72,4.76,4.79,4.8,4.75,4.9,4.7,4.61
Spring, Tepper School of Business,IA,47715,TPCS FIN ACCTG RSCH,Graduate,19,5,5,5,5,5,5,5,5,5
Spring, Carnegie Institute of Technology,ICT,4601,FIRST-YEAR SEMINAR,Graduate,8.67,4.86,4.78,4.74,4.6,4.76,4.83,4.8,4.67,4.75
Spring, Carnegie Institute of Technology,ICT,4605,MSIT SECOND YR SEMR,Graduate,7.63,4.88,4.94,5,4.81,4.94,4.94,4.94,4.94,4.94
Spring, Carnegie Institute of Technology,ICT,4612,MKT PLAN HI TEC INNO,Graduate,15.17,5,5,5,4.67,5,5,4.67,4.83,5
Spring, Carnegie Institute of Technology,ICT,4613,"ICT BUS ECON, FIN",Graduate,11.86,4.43,4.57,5,4.29,5,5,5,4.71,4.86
Spring, Carnegie Institute of Technology,ICT,4615,INFO TECH INNOV BUS,Graduate,10,4.72,4.67,5,4.67,4.94,5,4.94,4.89,4.83
Spring, Carnegie Institute of Technology,ICT,4621,BLOCKCHAIN & CRYPTO,Graduate,11.9,4.9,4.6,4.6,3.7,4.5,4.5,5,4.5,4.2
Spring, Carnegie Institute of Technology,ICT,4630,DATA STRUC ALGO 4ENG,Graduate,14.94,4.98,4.98,4.98,4.87,4.98,5,4.94,5,5
Spring, Carnegie Institute of Technology,ICT,4701,RESRCH MTHD ENGNG,Graduate,9.64,5,4.91,4.91,4.82,4.91,5,5,4.91,4.82
Spring, Carnegie Institute of Technology,ICT,4706,ANALYTICAL WRITING,Graduate,9.92,4.83,4.83,4.92,4.67,4.75,4.83,4.83,4.75,4.83
Spring, Carnegie Institute of Technology,ICT,4800,SP TPC IN ICT,Graduate,12.92,4.92,4.58,4.92,4.58,4.64,4.5,5,4.67,4.67
Spring, Carnegie Institute of Technology,ICT,4801,SP TPCS ICT,Graduate,7.8,4.68,4.73,4.69,4.61,4.67,4.68,4.9,4.64,4.63
Spring, Carnegie Institute of Technology,ICT,4900,MSIT PRACTICUM,Graduate,20.71,4.71,4.71,4.57,4.29,4.29,4.29,4.71,4.71,4.43
Spring, Carnegie Mellon University,III,49714,PROGM ONLN PROTYP,Graduate,9.13,4.81,4.75,4.69,4.75,4.63,4.69,4.81,4.63,4.56
Spring, Carnegie Mellon University,III,49717,ST: DGL ETHNO,Graduate,8.47,3.8,3.73,3.67,4.13,3.73,3.6,4.53,3.67,3.2
Spring, Carnegie Mellon University,III,49719,IOT IN DEPTH,Graduate,11.43,4.71,4.86,4.86,4.71,5,4.86,5,4.86,5
Spring, Carnegie Mellon University,III,49720,PRODUCT & BRAND MGMT,Graduate,7.36,3.77,3.73,3.55,3.5,3.82,3.64,4.5,3.59,3.32
Spring, Carnegie Mellon University,III,49730,DFMS,Graduate,8.88,4.71,4.47,4.35,4.71,4.53,4.29,4.82,4.41,4.18
Spring, Carnegie Mellon University,III,49734,DES SMART HEALTH SYS,Graduate,15,5,4.5,4.75,4.75,5,4.5,5,4.75,5
Spring, Carnegie Mellon University,III,49741,IPD CAPSTONE,Graduate,16.45,2.92,2.81,3,2.77,3.12,2.93,3.67,2.92,2.9
Spring, Carnegie Mellon University,III,49762,SW PROD STRATEGY,Graduate,14.9,4.38,3.9,4.24,4.28,4.34,4.24,4.21,4.1,4.03
Spring, Carnegie Mellon University,III,49763,BUS OF SOFTWARE,Graduate,10.41,4.5,4.36,4.32,4.18,4.45,4.36,4.77,4.41,4.36
Summer, Carnegie Mellon University,III,49767,ORG BEHAV HGH TECH,Graduate,14.8,4.8,4,4.4,4.8,4.6,4.2,5,4.6,4.4
Spring, Carnegie Mellon University,III,49771,PROCESS PROJ MNGT,Graduate,18.13,4.75,4.38,4.5,4.38,4.33,4.08,4.63,4.37,4.17
Spring, Carnegie Mellon University,III,49780,HCI & UX,Graduate,15.4,4.47,4.53,4.5,4.93,4.67,4.33,4.67,4.67,4.2
Spring, Carnegie Mellon University,III,49781,INTO TO ML,Graduate,16.63,4.75,4.63,4.71,4.14,4.29,4.63,4.88,4.88,4.38
Summer, Carnegie Mellon University,III,49782,OPEN SOURCE SW,Graduate,14.55,4.45,4.45,4.27,4.45,4.64,4.36,4.73,4.36,4.36
Summer, Carnegie Mellon University,III,49788,INTRO IOT,Graduate,16.33,4.78,4.44,4.33,4.44,4.44,4.33,5,4.22,4.33
Summer, Carnegie Mellon University,III,49789,ARCH PRINC PM,Graduate,18,4.71,4.86,5,4.71,4.71,4.86,5,4.86,4.71
Spring, Carnegie Mellon University,III,49795,ARTIF INTEL FOR PM,Graduate,14.25,5,4.5,5,5,5,5,5,5,4.75
Spring, Carnegie Mellon University,III,49801,ENTERPRISE INNOVATIO,Graduate,8,4.95,4.85,4.89,4.89,4.94,4.9,4.95,4.95,4.85
Spring, Carnegie Mellon University,III,49804,LEADERSHIP CHALLENGE,Graduate,9.71,4.86,4.43,4,4,4.29,4.43,4.57,4.43,3.57
Spring, Carnegie Mellon University,III,49807,EXP INNOVATE,Graduate,7.4,4.86,4.8,4.77,4.71,4.89,4.77,4.91,4.8,4.83
Spring, Carnegie Mellon University,III,49809,LDSHIP DEVELOP,Graduate,5.86,4.68,3.86,3.82,4.54,4.14,3.79,4.71,3.86,3.79
Spring, Carnegie Mellon University,III,49850,GR CHALLENGE INNO,Graduate,9.67,4.78,4.78,4.63,4.88,4.5,4.56,4.89,4.67,4.33
Spring, Carnegie Mellon University,III,49851,FINANCIAL FUND,Graduate,8,4.71,4,4.29,3.86,4.71,4.29,5,4.14,4.43
Spring, Carnegie Mellon University,III,49852,AGILE MARKETING,Graduate,7,5,4.67,5,4.83,4.5,4.8,5,5,5
Spring, Carnegie Mellon University,III,49857,DYNAMIC GLOBAL TEAMS,Graduate,9,3.83,3.67,4,3.33,4.17,3.67,2.33,3.33,2.83
Spring, Carnegie Mellon University,III,49881,START UP IN PRACTICE,Graduate,24,5,4,5,5,5,5,5,4,5
Spring, Carnegie Mellon University,III,49882,ARTIFIC INTELLIG,Graduate,6.88,4.5,4.63,4.63,4.25,4.63,4.5,4.88,4.38,4.38
Spring, Carnegie Mellon University,III,49884,IOT LEADERSHIP,Graduate,8.75,4.75,5,4.5,4.75,4.75,5,4.75,4.75,5
Summer, Carnegie Institute of Technology,INI,14513,INTRO COMPUTER SYSTM,Undergraduate,18.44,4.74,4.49,4.4,4.42,4.53,4.37,4.79,4.21,4.53
Spring, Carnegie Institute of Technology,INI,14642,INTRO EMBEDDED SYSTM,Graduate,15.46,4.62,4.77,4.69,4.31,4.69,4.85,4.85,4.69,4.85
Spring, Carnegie Institute of Technology,INI,14712,OPERATING SYSTEMS,Graduate,19.3,4.45,4.3,4.35,4.38,4.47,4.23,4.78,4.1,4.25
Spring, Carnegie Institute of Technology,INI,14736,DIST SYSTMS:TEC INF,Graduate,12.46,4.52,4.21,4.16,4.21,4.26,4.02,4.58,4.12,4.18
Spring, Carnegie Institute of Technology,INI,14760,ADV RW DATA NETWORKS,Graduate,9.88,4.46,4.18,4.2,4.26,4.26,4.1,4.46,4.1,3.98
Spring, Carnegie Institute of Technology,INI,14761,APPLD INFO ASSURANCE,Graduate,13.97,4.31,4.33,4.26,4,4.38,4.26,4.56,4.18,4
Spring, Carnegie Institute of Technology,INI,14776,FUND OF BUSNESS MGMT,Graduate,7.19,4.54,4.54,4.46,4.69,4.58,4.27,4.81,4.38,4.38
Spring, Carnegie Institute of Technology,INI,14782,INFO SEC RISK MAN I,Graduate,11.92,4,3.42,3.83,3.83,4.08,3.58,4.5,3.33,3.42
Spring, Carnegie Institute of Technology,INI,14788,INFO SEC POL MGT,Graduate,10,4.09,3.45,4.09,3.91,4.18,4.27,4.36,3.91,3.91
Spring, Carnegie Institute of Technology,INI,14814,WIRELESS SECURITY,Graduate,12.29,4.86,5,4.86,4.86,4.57,4.71,5,4.71,4.57
Spring, Carnegie Institute of Technology,INI,14817,RESP INFO SEC RSK,Graduate,8.47,4.5,4.41,4.37,4.28,4.31,4.37,4.78,4.34,4.16
Spring, Carnegie Institute of Technology,INI,14819,INTRO SW REV-ENG,Graduate,13.38,4.21,4.04,4.27,4.04,4.31,3.69,4.77,3.83,4
Spring, Carnegie Institute of Technology,INI,14820,INI SPECIAL TOPICS,Graduate,19.2,3.2,2,3.2,2.4,4.4,3.2,3.2,2.4,3
Spring, Carnegie Institute of Technology,INI,14822,HOST BASED FORENSICS,Graduate,9.15,4.84,4.88,4.92,4.88,4.92,4.92,4.92,4.92,4.88
Spring, Carnegie Institute of Technology,INI,14828,BROWSER SECURITY,Graduate,10.57,4.57,4.43,4.43,4.43,4.64,4.36,4.57,4.64,4.14
Spring, Carnegie Institute of Technology,INI,14832,CYBER FORENSCS CAPSN,Graduate,11.44,4.61,4.67,4.72,4.17,4.61,4.5,4.89,4.39,4.17
Spring, Carnegie Institute of Technology,INI,14841,MBL & PERVASIVE COMP,Graduate,12.89,4.84,4.68,4.68,4.47,4.58,4.53,4.79,4.63,4.53
Spring, Dietrich College of Humanities and Social Sciences,IPS,84110,FNDS POL ECONOMY,Undergraduate,8.17,4.72,4.39,4.5,4.06,4.5,4.22,4.83,4.39,4.33
Spring, Dietrich College of Humanities and Social Sciences,IPS,84250,WRITE POLISCI POLICY,Undergraduate,7.75,4.25,4.08,4.58,4.83,4.58,4.17,4.67,4.25,4
Spring, Dietrich College of Humanities and Social Sciences,IPS,84265,POL SCI RSRCH MTHD,Undergraduate,7.8,4.08,4.12,4.12,4.2,4.32,4.04,4,3.92,3.52
Spring, Dietrich College of Humanities and Social Sciences,IPS,84275,COMPARATIVE POLITICS,Undergraduate,5.96,4.52,4.38,4.3,4.18,4.73,4.5,4.77,4.48,4.36
Spring, Dietrich College of Humanities and Social Sciences,IPS,84308,POL ECON LATIN AMER,Undergraduate,5,5,4.5,4.5,4.5,5,4.5,5,4.5,5
Spring, Dietrich College of Humanities and Social Sciences,IPS,84322,NONVIOLENT CONFLICT,Undergraduate,7.5,4.5,4.67,4.83,4.67,4.83,4.67,5,4.67,4.5
Spring, Dietrich College of Humanities and Social Sciences,IPS,84323,WAR & PEACE MID-EAST,Undergraduate,7.73,4.27,4.27,4.55,4.27,4.73,4.27,4,4,4
Summer, Dietrich College of Humanities and Social Sciences,IPS,84324,FUTURE OF DEMOCRACY,Undergraduate,11.75,4.75,4.75,4.75,4.25,4.75,4.5,5,4.5,4.75
Spring, Dietrich College of Humanities and Social Sciences,IPS,84335,INTELLIGENCE POLICY,Undergraduate,7.33,3.92,3.5,3.82,3.45,4.45,4.08,4.42,4,3.92
Spring, Dietrich College of Humanities and Social Sciences,IPS,84336,IMPLEM PUBLIC POLICY,Undergraduate,9,5,4.25,4.67,4.42,4.33,4.42,4.75,4.25,4.08
Spring, Dietrich College of Humanities and Social Sciences,IPS,84348,ADVOCACY POLICY,Undergraduate,5,4.75,3.92,4,3.92,4.67,4.25,4.83,4.5,4.5
Spring, Dietrich College of Humanities and Social Sciences,IPS,84350,AMERICA & THE WORLD,Undergraduate,9.5,5,4.63,4.75,4.5,4.88,4.5,4.63,4.38,5
Spring, Dietrich College of Humanities and Social Sciences,IPS,84360,WSP INTERNSHIP SEM,Undergraduate,6.5,4.5,4.33,4,3.67,4.42,4.25,4.92,4.25,4.08
Spring, Dietrich College of Humanities and Social Sciences,IPS,84372,SPACE NAT SECURITY,Undergraduate,4.1,4.5,4.5,4.4,4.2,4.5,4.5,4.6,4.4,4.4
Spring, Dietrich College of Humanities and Social Sciences,IPS,84373,EMERGING TECH & LAW,Undergraduate,5,4.2,4.6,4.2,4.4,4.4,4.2,4.8,4.2,4.2
Spring, Dietrich College of Humanities and Social Sciences,IPS,84387,TECH POLICY CYBER,Undergraduate,6,3.93,3.93,3.8,3.27,4.27,3.8,4.13,3.53,3.47
Spring, Dietrich College of Humanities and Social Sciences,IPS,84389,TERRORSM & INSURGNCY,Undergraduate,6.8,4.67,4.6,4.4,4.21,4.64,4.67,4.67,4.53,4.4
Spring, Dietrich College of Humanities and Social Sciences,IPS,84390,SOCIALMEDIA CONFLICT,Undergraduate,6.29,4.5,4.21,4.21,3.79,4.79,4.57,4.64,4.57,4.64
Spring, Dietrich College of Humanities and Social Sciences,IPS,84393,LEGISLATIVE CONGRESS,Undergraduate,10.25,5,4,4.43,4.43,4.86,4.75,4.88,4.75,4.63
Spring, Dietrich College of Humanities and Social Sciences,IPS,84450,POLICY FORUM,Undergraduate,5.45,3.93,3.62,3.75,2.86,3.89,3.83,3.9,3.76,3.62
Spring, Dietrich College of Humanities and Social Sciences,IPS,84608,POL ECON LATIN AMER,Graduate,6,5,5,4.33,4.67,5,5,5,5,5
Spring, Dietrich College of Humanities and Social Sciences,IPS,84620,GLBL PERS INTL AFF,Graduate,11,5,5,5,3,4,5,5,4,4
Spring, Dietrich College of Humanities and Social Sciences,IPS,84623,WAR & PEACE MID-EAST,Graduate,9,5,5,5,5,5,5,5,5,5
Spring, Dietrich College of Humanities and Social Sciences,IPS,84672,SPACE NAT SECURITY,Graduate,5,5,5,5,5,5,5,5,5,5
Spring, Dietrich College of Humanities and Social Sciences,IPS,84673,EMERGING TECH & LAW,Graduate,11,4.5,4,3.5,4,4.5,3.5,5,4,4
Spring, Dietrich College of Humanities and Social Sciences,IPS,84687,TECH POLICY CYBER,Graduate,8,4.13,4.27,4,3.93,4.33,4.14,4.27,4,3.93
Spring, Dietrich College of Humanities and Social Sciences,IPS,84690,SOCIALMEDIA CONFLICT,Graduate,8,4,4,4.33,3.33,4.33,4,3.33,4,4
Spring, Dietrich College of Humanities and Social Sciences,IPS,84693,LEGISLATIVE CONGRESS,Graduate,10.5,4.83,4.5,4.67,4.67,4.67,4.33,4.67,4.67,4.5
Spring, Dietrich College of Humanities and Social Sciences,IPS,84720,INTL SECURITY GRAD,Graduate,12,5,5,5,5,5,5,5,5,5
Spring, Dietrich College of Humanities and Social Sciences,IPS,84750,GRAD POLICY FORUM,Graduate,5,3.5,2.5,1.5,1.5,3,2.5,4,2.5,2
Spring, Dietrich College of Humanities and Social Sciences,ISH,67202,SOFT SIDE OF SOFTWAR,Undergraduate,5,4.76,4.53,4.65,4.88,4.71,4.53,5,4.53,4.41
Spring, Dietrich College of Humanities and Social Sciences,ISH,67204,BLOCKCHAINS IN IND,Undergraduate,8,5,4.71,4.71,5,4.86,4.71,5,4.86,4.71
Spring, Dietrich College of Humanities and Social Sciences,ISH,67239,AGILE SOFTWARE FRMWR,Undergraduate,7.25,4.13,4,4.13,3.63,4,4.13,4.25,3.75,3.75
Spring, Dietrich College of Humanities and Social Sciences,ISH,67240,MOBILE WEB DES & DEV,Undergraduate,8,4.56,4.56,4.44,4.44,4.44,4.22,4.78,4.25,4.22
Spring, Dietrich College of Humanities and Social Sciences,ISH,67250,INFO SYSTEMS MILIEUX,Undergraduate,8.48,4.74,4.63,4.73,4.52,4.74,4.61,4.93,4.61,4.52
Spring, Dietrich College of Humanities and Social Sciences,ISH,67265,DESIGN FUNDAMENTAL,Undergraduate,8.71,4.43,3.52,3.57,4.14,4.1,4.05,4.81,4,4.05
Spring, Dietrich College of Humanities and Social Sciences,ISH,67272,APPLCTN DESGN & DEV,Undergraduate,16.06,4.1,3.49,3.73,3.35,4.18,3.78,3.84,3.61,3.49
Spring, Dietrich College of Humanities and Social Sciences,ISH,67306,MGT COMPTRS INFO SYS,Undergraduate,5,4,4.09,4.09,3.55,4,4,4.64,3.64,3.64
Spring, Dietrich College of Humanities and Social Sciences,ISH,67313,DIG RISK MGT & AUDIT,Undergraduate,11,4.5,4.25,4.38,4.13,4.5,4.5,4.5,4.5,4.63
Spring, Dietrich College of Humanities and Social Sciences,ISH,67315,A WEB FOR EVERYONE,Undergraduate,7.5,4.33,3.33,4,4.2,4.5,3.67,4,3.33,3.33
Summer, Dietrich College of Humanities and Social Sciences,ISH,67315,A WEB FOR EVERYONE,Undergraduate,20.67,5,5,5,5,5,5,5,5,4.67
Spring, Dietrich College of Humanities and Social Sciences,ISH,67318,BUS PROC MDLNG IMPLM,Undergraduate,10.14,4.86,4.86,4.71,4.86,5,4.86,5,4.71,4.86
Spring, Dietrich College of Humanities and Social Sciences,ISH,67338,INFO & GRID DESIGN,Undergraduate,8.56,4.81,4.56,4.75,4.75,4.69,4.81,4.94,4.75,4.69
Spring, Dietrich College of Humanities and Social Sciences,ISH,67355,SYSTEM QUALITY TEST,Undergraduate,8,5,4.5,5,5,5,4.75,5,4.75,4.5
Spring, Dietrich College of Humanities and Social Sciences,ISH,67364,PRACTICAL DATA SCI,Undergraduate,7.63,4.96,4.83,4.79,4.63,4.88,4.75,4.96,4.79,4.75
Spring, Dietrich College of Humanities and Social Sciences,ISH,67373,IS CONSULTING PROJ,Undergraduate,16.16,4.44,4.38,4.49,4.25,4.69,4.42,4.67,4.33,4.09
Summer, Dietrich College of Humanities and Social Sciences,ISH,67373,IS CONSULTING PROJ,Undergraduate,24.5,5,4.75,5,5,5,5,5,5,5
Spring, Dietrich College of Humanities and Social Sciences,ISH,67382,DIGITAL TRANS STRAT,Undergraduate,8.3,4.4,3.3,3.6,3.5,4.1,3.8,4.8,3.9,3.8
Spring, Dietrich College of Humanities and Social Sciences,ISH,67476,INNOV HEALTH CARE,Undergraduate,5.75,4,4.25,4.5,4,4.5,4.5,5,4,3.75
Spring,Heinz College,ISM,95702,DIST SYSTEM ISM,Graduate,13.14,3.82,3.75,3.69,3.72,3.74,3.66,4.25,3.65,3.51
Spring,Heinz College,ISM,95703,DATABASE MANAGEMENT,Graduate,11.41,4.37,4.5,4.5,4.43,4.22,4.26,4.57,4.35,4.25
Summer,Heinz College,ISM,95705,TELECOMMNCTNS MNGMNT,Graduate,13.67,4.78,4.33,4.33,4.61,4.56,4.44,4.83,4.5,4.28
Spring,Heinz College,ISM,95706,OBJ ORIENTED A & D,Graduate,8.71,4.47,4.53,4.53,4.47,4.47,4.47,4.53,4.47,4.47
Spring,Heinz College,ISM,95710,ECONOMIC ANALYSIS,Graduate,9.33,4.33,4.04,4.06,4.16,4.12,4.02,4.5,4.06,3.96
Summer,Heinz College,ISM,95710,ECONOMIC ANALYSIS,Graduate,11.4,3.8,3.9,3.7,3.8,3.8,4.1,4.5,3.8,3.7
Summer,Heinz College,ISM,95712,OBJ ORIENT PRG JAVA,Graduate,13.73,3.91,4.45,4.45,4.27,4.18,4.09,4.55,4.09,4
Spring,Heinz College,ISM,95715,FINANCIAL ACCOUNTING,Graduate,12.59,4.09,3.44,3.65,3.94,3.85,3.26,4.24,3.47,3.5
Spring,Heinz College,ISM,95716,PRINCIPLS OF FINANCE,Graduate,8.94,3.87,3.81,3.76,3.69,3.76,3.54,3.96,3.52,3.49
Spring,Heinz College,ISM,95717,WRTG INF SYS MGT,Graduate,7,4.8,4.76,4.61,4.76,4.61,4.66,4.76,4.72,4.67
Summer,Heinz College,ISM,95717,WRTG INF SYS MGT,Graduate,8,4.75,4.5,4.5,4.75,4.5,4.5,4.75,4.5,4.25
Spring,Heinz College,ISM,95718,PROFESSIONAL SPEAKNG,Graduate,7.18,4.9,4.79,4.78,4.86,4.79,4.82,4.88,4.8,4.7
Summer,Heinz College,ISM,95718,PROFESSIONAL SPEAKNG,Graduate,7.14,4.29,4,3.71,4.43,4.14,4.14,4.43,4.14,4
Spring,Heinz College,ISM,95719,ACTG & FIN FDNS,Graduate,7.41,3.73,3.93,3.68,3.32,3.77,3.59,3.45,3.25,3.2
Summer,Heinz College,ISM,95719,ACTG & FIN FDNS,Graduate,7,4,4.33,4.11,4,4.44,4.44,4.22,3.89,3.89
Spring,Heinz College,ISM,95722,DIGITAL TRANSFORMATN,Graduate,8.19,4.37,4.29,4.23,4.09,4.33,4.22,4.58,4.18,4.06
Summer,Heinz College,ISM,95722,DIGITAL TRANSFORMATN,Graduate,11,3.86,3.43,3.71,4.29,3.71,3.57,4.43,3.71,3.71
Spring,Heinz College,ISM,95723,MANG DISRUPT TECH,Graduate,5.63,4.14,3.85,3.83,3.72,3.86,3.8,4.33,3.73,3.53
Summer,Heinz College,ISM,95730,E-BUS TECH & MGMT,Graduate,11,4,3.25,3.5,2.75,3.5,3,4.5,2.75,2.25
Spring,Heinz College,ISM,95732,MKTG DIGITAL MEDIA,Graduate,6.32,4.96,4.72,4.68,4.44,4.88,4.72,4.96,4.8,4.76
Spring,Heinz College,ISM,95733,INTERNET OF THINGS,Graduate,9.67,4.56,4.44,4.38,4.22,4.67,4.44,5,4.33,4.44
Summer,Heinz College,ISM,95733,INTERNET OF THINGS,Graduate,15.67,3.67,3,3,2.5,3.67,3.33,4.67,3,2.83
Spring,Heinz College,ISM,95736,ADV REL DATABASE MGT,Graduate,8.6,4.4,4.6,4.6,4.2,4.4,4.6,4.6,4.6,4.4
Spring,Heinz College,ISM,95737,NOSQL DATABASE MGT,Graduate,9.16,4.11,4.38,4.35,4.08,4.29,4.08,4.39,4.1,4.18
Summer,Heinz College,ISM,95737,NOSQL DATABASE MGT,Graduate,14.92,4.46,4.38,4.46,4.23,4.54,4.62,4.62,4.54,4.31
Spring,Heinz College,ISM,95744,CYBRSEC POL & GOV I,Graduate,8,4,3,3,3,4,4,5,4,4
Spring,Heinz College,ISM,95748,SOFTWARE & SECURITY,Graduate,6,4.5,4.33,4.5,3.83,4.17,4,5,3.67,3.5
Spring,Heinz College,ISM,95749,CRYPTOGRAPHY,Graduate,8.58,4.08,3.85,3.77,3.73,4.08,3.77,4.15,3.69,3.69
Spring,Heinz College,ISM,95752,INTRO INFO SEC MGT,Graduate,10.85,4.38,4.38,4.67,4.25,4.75,4.38,4.62,4.38,4.23
Spring,Heinz College,ISM,95755,INF SEC RISK MGT I,Graduate,11.3,3.7,3.27,3.43,3.5,3.83,3.6,4.33,3.33,3.43
Spring,Heinz College,ISM,95757,INFO SEC POL & MGT,Graduate,8.33,4.33,4.22,4,3.33,4.11,4.22,4.44,3.89,3.89
Spring,Heinz College,ISM,95758,NETWK & INTERNET SEC,Graduate,9.26,4.42,4.06,3.95,3.74,4.32,3.95,4.11,3.84,4.05
Spring,Heinz College,ISM,95759,MALICIOUS CODE ANA,Graduate,10,5,5,5,5,5,5,5,5,5
Spring,Heinz College,ISM,95760,DCSN MKG UNCERTAINTY,Graduate,10.47,4.42,4.42,4.43,4.18,4.43,4.41,4.62,4.36,4.31
Summer,Heinz College,ISM,95760,DCSN MKG UNCERTAINTY,Graduate,14.56,4.06,4.13,4.13,4.25,4,4.07,4.6,4.13,4.2
