Semester,Division,Dept,Num,CourseName,CourseLevel,Hrs Per Week,Interest in student learning,Clearly explain course requirements,Clear learning objectives & goals,Instructor provides feedback to students to improve,Demonstrate importance of subject matter,Explains subject matter of course,Show respect for all students,Overall teaching rate,Overall course rate
Spring,Heinz College,AEM,93717,WRTG CREAT INDUS,Graduate,5.71,4,3.94,4.12,3.59,4.06,4,4.29,3.94,3.12
Spring,Heinz College,AEM,93732,DB THRY PRC CRTV ENT,Graduate,9.23,4.68,4.73,4.77,4.5,4.73,4.73,4.86,4.77,4.68
Spring,Heinz College,AEM,93804,ARTS IN EDUCATION,Graduate,6.8,4,4.4,4.4,4.4,4.6,4.4,4.6,4.2,4
Spring,Heinz College,AEM,93807,MUSEUM OPERATIONS,Graduate,7,4.92,4.67,4.67,4.67,4.75,4.5,5,4.5,4.17
Spring,Heinz College,AEM,93812,PRES PERF ART & FEST,Graduate,6.75,3.67,2.92,3.5,3.67,4.25,4,4.83,3.42,3.33
Spring,Heinz College,AEM,93815,AUD ENGAGEMNT & PART,Graduate,5.79,4.84,3.74,4.58,4.32,4.84,4.68,4.89,4.74,4.63
Spring,Heinz College,AEM,93821,EXT REL: ARTS MKT PR,Graduate,8.15,4.59,3.56,4.07,3.85,4.67,4.22,4.74,4.37,4.11
Spring,Heinz College,AEM,93826,EXT REL: FUN IND GIV,Graduate,5.78,4.22,3.78,3.87,3.52,4.26,3.87,4.61,3.74,3.65
Spring,Heinz College,AEM,93827,EXT REL: FUN INS GIV,Graduate,6.65,4.9,4.75,4.85,4.55,4.65,4.65,4.8,4.55,4.65
Spring,Heinz College,AEM,93844,LIVE MUS TOUR REV ST,Graduate,10.14,4.29,3.43,4,3.14,3.86,3.86,5,3.86,3.14
Spring,Heinz College,AEM,93846,CULTURAL PLCY ADVCY,Graduate,10.25,5,5,5,5,5,4.75,5,4.75,4.75
Spring, College of Fine Arts,ARC,48026,FRST YR SEM:ARCH ED,Undergraduate,4.43,4.29,4.29,4.33,3.71,4,3.95,4.48,3.9,3.67
Spring, College of Fine Arts,ARC,48105,ARC DSGN STU: FDT II,Undergraduate,24.47,4.28,4.14,4.14,4.16,4.33,4.15,3.97,4,4.11
Spring, College of Fine Arts,ARC,48205,ARC DSGN STU: EL II,Undergraduate,23.17,4.44,4.15,4,4.1,4.2,4.15,4.32,4.12,4.17
Spring, College of Fine Arts,ARC,48240,HIS SRVY WLD ARC URB,Undergraduate,6.67,4.71,4.53,4.51,3.93,4.6,4.49,4.84,4.58,4.4
Spring, College of Fine Arts,ARC,48241,MOD ARCH,Undergraduate,8.27,4,4.05,4.09,3.14,4.18,4,4.05,3.59,3.68
Spring, College of Fine Arts,ARC,48305,ARC DSGN STU:INT II,Undergraduate,20.39,4.59,4.33,4.43,4.43,4.5,4.5,4.48,4.39,4.35
Spring, College of Fine Arts,ARC,48324,STRU/STAT,Undergraduate,7.29,4.41,4.41,4.29,3.76,4.35,4.24,4.53,4.24,4
Spring, College of Fine Arts,ARC,48328,DETAILG ARCHITECTURE,Undergraduate,5.75,5,4.33,4.33,4.67,5,4.67,4.33,4.67,4.67
Spring, College of Fine Arts,ARC,48332,ARCH EXPL: TCHG LRNG,Undergraduate,7,5,4.67,5,5,5,5,5,5,5
Spring, College of Fine Arts,ARC,48350,POSTWAR MDN ARCH THY,Undergraduate,9,5,4.67,4.67,5,5,5,5,5,4.67
Spring, College of Fine Arts,ARC,48357,ANATOMY & ORGANC FRM,Undergraduate,6.09,4.91,4.36,4.55,4.55,4.45,4.73,5,4.82,4.64
Spring, College of Fine Arts,ARC,48358,EARTHEN BUILDING,Undergraduate,8.6,4.8,4.6,4.6,4.8,4.6,4.4,5,4.2,4.2
Spring, College of Fine Arts,ARC,48359,SOLAR DECATHLON SYST,Undergraduate,7,4.17,3.17,3.6,3.2,3.4,3.33,5,3.33,3.33
Spring, College of Fine Arts,ARC,48368,RD AN:TRV ARH ARC MD,Undergraduate,5.33,5,4.22,4.33,4.78,4.67,4.44,4.78,4.22,4.33
Spring, College of Fine Arts,ARC,48380,REAL ESTATE,Undergraduate,6.71,4.86,4.71,4.86,4.86,4.86,4.86,4.86,4.86,4.57
Spring, College of Fine Arts,ARC,48410,ASOS II,Undergraduate,22.48,4.87,4.42,4.45,4.61,4.77,4.65,4.9,4.68,4.77
Spring, College of Fine Arts,ARC,48434,MESOAM & SP ARC,Undergraduate,8,5,4.8,4.7,4.5,4.6,4.8,5,4.9,4.8
Spring, College of Fine Arts,ARC,48442,HIST ASIAN ARCH,Undergraduate,6.64,4.82,4.82,4.55,4.64,4.82,4.64,4.91,4.73,4.64
Spring, College of Fine Arts,ARC,48473,HND MCHN JNRY NEW DR,Undergraduate,10,4.67,3.67,4.33,4.33,3.67,4,3.67,4,4.33
Spring, College of Fine Arts,ARC,48484,KALLA ELECTIVE,Undergraduate,8,5,4.2,4.7,5,5,5,5,5,5
Spring, College of Fine Arts,ARC,48497,PRE-THESIS,Undergraduate,4.33,4.89,4.78,4.78,4.67,4.89,4.33,4.89,4.89,4.33
Spring, College of Fine Arts,ARC,48510,ASOS IV,Undergraduate,20.92,4.67,4.58,4.58,4.75,4.58,4.5,5,4.5,4.83
Spring, College of Fine Arts,ARC,48519,ARC STUDIO: TH II/IP,Undergraduate,25.5,3.75,3.5,3.5,3.58,4,3.67,3.92,3.67,3.67
Spring, College of Fine Arts,ARC,48530,HUMAN-MACH VIRT,Undergraduate,10,4.42,4.42,4.25,4.17,3.92,4.08,4.83,4.42,4.17
Spring, College of Fine Arts,ARC,48538,AESTHETICS & MULTI M,Undergraduate,7,4.67,4.33,4.33,4.67,4.67,4.33,4.67,4.67,4.67
Spring, College of Fine Arts,ARC,48545,DES FAB,Undergraduate,13,4,4.33,4,4,4.33,4.33,4.33,3.67,3.67
Spring, College of Fine Arts,ARC,48555,INTRO ARC ROBO,Undergraduate,7.4,4.6,4.2,4.6,4.4,4.4,4.6,5,4.6,4.8
Spring, College of Fine Arts,ARC,48559,REAL CMP,Undergraduate,9,4.67,4.33,4.33,4.33,5,4.33,5,4.33,4.33
Spring, College of Fine Arts,ARC,48569,GIS CAFM,Undergraduate,8,4.33,4.78,4.78,4.56,4.89,4.56,5,4.56,4.33
Spring, College of Fine Arts,ARC,48587,ARCH LIGHTING DESIGN,Undergraduate,8,5,5,5,5,5,5,5,5,5
Summer, College of Fine Arts,ARC,48600,ASOS GENERAL,Graduate,27,5,5,5,5,5,5,5,5,4.25
Spring, College of Fine Arts,ARC,48637,STRUC/STAT GRAD,Graduate,7.25,4.75,4.75,4.5,4.75,4.75,4.5,4.75,4.75,4.5
Spring, College of Fine Arts,ARC,48640,MARCHSTUDIO INTEG II,Graduate,21.14,4.64,4.43,4.5,4.71,4.29,4.29,4.79,4.71,4.5
Spring, College of Fine Arts,ARC,48644,MARCH PRE-THESIS,Graduate,4,5,5,5,5,5,5,5,5,5
Spring, College of Fine Arts,ARC,48658,REDD MARCH,Graduate,7.4,5,4.8,5,4.8,4.8,4.8,5,5,5
Spring, College of Fine Arts,ARC,48660,ASOS II MARCH,Graduate,20,4.57,4.14,4.43,4.57,4.43,4.43,4.86,4.43,4.43
Spring, College of Fine Arts,ARC,48677,HINES COMPET,Graduate,15.9,4.8,4.7,4.7,4.8,4.7,4.8,4.8,4.8,4.6
Spring, College of Fine Arts,ARC,48684,REDD II,Graduate,9.88,5,4.75,4.88,4.88,5,4.88,5,4.88,4.88
Spring, College of Fine Arts,ARC,48692,SHAPING DAYLIGHT,Graduate,6.88,5,5,5,5,5,4.88,4.88,4.75,4.75
Summer, College of Fine Arts,ARC,48704,MS INTERN,Graduate,17,5,5,5,5,5,5,5,5,5
Spring, College of Fine Arts,ARC,48706,URBAN STUDIO II,Graduate,22,5,4.6,4.6,4.4,5,4.6,5,4.8,4.75
Spring, College of Fine Arts,ARC,48708,MUD STUDIO IV,Graduate,20.2,5,4.8,5,5,5,4.8,5,4.8,4.8
Spring, College of Fine Arts,ARC,48711,PARADGMS RESCH ARCH,Graduate,12.78,4.22,4.78,4.78,4.33,4.33,4.33,4.44,4.33,4.22
Spring, College of Fine Arts,ARC,48712,MUD GRAD SEM II: GLO,Graduate,5.3,4.5,4.7,4.3,4,4.6,4.4,4.8,4.6,4.6
Spring, College of Fine Arts,ARC,48713,MUD URB EC,Graduate,7.7,4.9,4.3,4.5,4.4,4.7,4.8,4.9,4.8,4.67
Spring, College of Fine Arts,ARC,48715,MSCD PRE-THESIS 1,Graduate,8.43,5,4.86,4.86,4.71,4.71,4.86,5,4.57,4.43
Spring, College of Fine Arts,ARC,48720,PLNNG DES,Graduate,6.5,5,5,5,5,5,4.5,5,5,5
Spring, College of Fine Arts,ARC,48721,BLDG CONTRL DIAGNSTC,Graduate,11,5,5,5,4.75,5,4.75,5,5,5
Spring, College of Fine Arts,ARC,48722,BLDNG PERFMNC MODLNG,Graduate,9.91,4.82,5,4.91,4.73,5,5,5,4.91,4.91
Spring, College of Fine Arts,ARC,48723,PERF ADV BLDNG SYSTM,Graduate,6,4.67,4.17,4.17,4.67,4.67,4.8,5,4.6,4.33
Spring, College of Fine Arts,ARC,48737,DETAILING GRAD,Graduate,11,4.67,5,4.67,5,5,5,5,5,5
Spring, College of Fine Arts,ARC,48741,REAL ESTATE SEM,Graduate,7.17,4.83,4.83,4.83,4.67,4.67,4.83,5,4.83,5
Spring, College of Fine Arts,ARC,48752,ZERO ENERGY HOUSING,Graduate,8.75,4.75,4.5,4.5,4.75,5,4.5,4.75,4.75,4.75
Spring, College of Fine Arts,ARC,48756,PROJ PLNNG RPRTG,Graduate,9.5,4,3.5,4,4,4.5,3.5,5,3.5,3
Spring, College of Fine Arts,ARC,48759,VALUE BASED DSG IND,Graduate,6.33,4.44,3.22,3.67,3.78,4.22,3.89,5,4,3.56
Spring, College of Fine Arts,ARC,48773,EMRGNG MEDIA URBNSM,Graduate,7.77,4.23,4.85,4.77,4.46,4.62,4.54,4.54,4.15,4.38
Spring, College of Fine Arts,ARC,48781,SPTL ANLY INFRTC PLN,Graduate,11.22,4.89,4.94,4.89,4.78,4.94,4.83,5,4.94,4.89
Spring, College of Fine Arts,ARC,48785,MAAD RES PROJ,Graduate,17,4.75,4.75,4.75,5,4.75,4.75,5,5,5
Spring, College of Fine Arts,ARC,48792,PHD INDEP STUDY,Graduate,18.43,4.86,4.86,5,4.86,4.86,4.86,4.86,4.86,4.86
Spring, College of Fine Arts,ARC,48793,PHD THESIS,Graduate,27,3,4, , , , , , , 
Spring, College of Fine Arts,ARC,48795,LEED BLDGS GREEN DES,Graduate,9.5,4.8,4.7,4.8,4.8,5,4.9,5,4.8,4.9
Spring, College of Fine Arts,ART,60106,CRITICAL THEORY II,Undergraduate,6.15,4.85,4.62,4.69,4.46,4.69,4.54,4.77,4.46,4.54
Spring, College of Fine Arts,ART,60110,EMS MOVING IMAGE,Undergraduate,7.71,4.67,4.24,4.24,4.24,4.43,4.24,4.43,4.14,4
Spring, College of Fine Arts,ART,60125,INTRO TO 3D ANIMATN,Undergraduate,11.19,4.65,4.38,4.69,4.38,4.73,4.46,4.77,4.58,4.62
Spring, College of Fine Arts,ART,60133,3D MEDIA STUDIO II,Undergraduate,8.92,4.92,5,4.92,4.77,4.77,5,5,4.92,4.92
Spring, College of Fine Arts,ART,60134,3D MEDIA STUDIO II,Undergraduate,6.38,4.69,4.62,4.62,4.54,4.54,4.69,4.83,4.62,4.54
Spring, College of Fine Arts,ART,60141,B & W PHOTOGRAPHY I,Undergraduate,7.57,4.86,4.71,4.71,4.57,5,4.71,4.71,4.71,4.57
Spring, College of Fine Arts,ART,60142,DIGITAL PHOTOGRPHY I,Undergraduate,8,4,3,4,3,4,4,5,4,4
Spring, College of Fine Arts,ART,60157,DRAWING NON-MAJORS,Undergraduate,8.27,4.91,4.09,4.45,4.73,4.82,4.55,5,4.36,4.36
Spring, College of Fine Arts,ART,60160,2D MDA STD: IMAGING,Undergraduate,8,5,4.64,4.82,4.82,4.91,4.82,4.73,4.6,4.82
Spring, College of Fine Arts,ART,60206,CRITICAL THEORY IV,Undergraduate,7.68,4.42,4.42,4.47,4.32,4.5,4.58,4.63,4.42,4.26
Spring, College of Fine Arts,ART,60223,PHYSICAL COMPUTING,Undergraduate,9.8,4.8,4.4,4.6,4.5,4.5,4.4,4.6,4.7,4.7
Spring, College of Fine Arts,ART,60235,PHOTOGRAPH AMERICA,Undergraduate,8,5,5,5,5,5,5,5,5,5
Spring, College of Fine Arts,ART,60241,BL & WHT PHOTOGHY II,Undergraduate,10,5,5,5,4.67,5,4.67,5,5,5
Spring, College of Fine Arts,ART,60280,INTRO CONTEXT PRACT,Undergraduate,9.42,4.32,4.21,4.16,4.05,4.11,4.21,4.47,4.05,3.74
Spring, College of Fine Arts,ART,60350,BUSINESS-CREATIVE PR,Undergraduate,4.25,4.75,4.75,4.88,4.5,4.63,4.88,4.75,4.88,5
Spring, College of Fine Arts,ART,60364,CS: DECOLONIZE NOW!,Undergraduate,11.25,4.75,4.75,4.25,4.25,4.75,5,4.75,4.25,4
Spring, College of Fine Arts,ART,60397,"ART, CONFLICT & TECH",Undergraduate,11.25,4.83,4.67,4.58,4.58,4.58,4.58,4.58,4.67,4.67
Spring, College of Fine Arts,ART,60402,SENIOR STUDIO,Undergraduate,11.78,4.44,4.3,4.37,4.59,4.41,4.37,4.52,4.37,4.04
Spring, College of Fine Arts,ART,60405,ADV ETB: SPECIAL TOP,Undergraduate,12.8,4.6,5,4.8,4.8,4.8,4.8,4.8,4.8,4.8
Spring, College of Fine Arts,ART,60407,EXPERIMNT SND SYNTH,Undergraduate,5,5,5,5,5,5,5,5,5,5
Spring, College of Fine Arts,ART,60414,ADV ETB ANM ART/TECH,Undergraduate,19.67,4.17,4,4,4.33,4.17,4.17,4.33,4.17,4.33
Spring, College of Fine Arts,ART,60417,ADV ETB: OPEN VIDEO,Undergraduate,9.5,4.83,4.5,4.5,4.5,4.5,4.5,4.67,4.5,4.67
Spring, College of Fine Arts,ART,60418,ETB: GESTURAL GAMES,Undergraduate,9.2,4.6,4.8,4.8,4.8,5,5,5,4.8,4.8
Spring, College of Fine Arts,ART,60424,ADV ETB: SPEC TPC,Undergraduate,12,4.5,3.38,3.38,4.13,3.75,3.5,4.75,4.13,3.5
Spring, College of Fine Arts,ART,60426,ADV ETB 2D ANIMATION,Undergraduate,13.85,4.62,4.15,4.23,4.69,4.62,4.15,4.77,4.46,4.31
Spring, College of Fine Arts,ART,60430,ADV SIS: OPN SCULPT,Undergraduate,11,4.8,4.6,4.6,4.8,4.4,4.4,4.8,4.8,4.8
Spring, College of Fine Arts,ART,60437,ADV CP/SIS: ENV SCLT,Undergraduate,6.5,5,5,5,5,5,5,5,5,5
Spring, College of Fine Arts,ART,60440,ADVD SIS: SPCL TOPC,Undergraduate,11,5,5,5,5,5,5,5,5,5
Spring, College of Fine Arts,ART,60447,ART AT END OF WORLD,Undergraduate,5,4,2,2,4,4,3,5,4,4
Spring, College of Fine Arts,ART,60449,ADV CP SPECIAL TOPIC,Undergraduate,12,5,5,5,5,5,5,5,5,5
Spring, College of Fine Arts,ART,60450,ADV DP3 DRAWING,Undergraduate,12,5,3.33,4,4.33,4.67,4,4.33,4.33,4
Spring, College of Fine Arts,ART,60452,ADV DP3: COLOR,Undergraduate,9.71,4.71,4.29,4.43,4.43,4.86,4.71,4.71,4.57,4.57
Spring, College of Fine Arts,ART,60453,ADV DP3 PAINTING,Undergraduate,12.11,4.44,4.22,4.22,4.22,4.5,4.44,4.33,4.38,4.44
Spring, College of Fine Arts,ART,60461,EXPERIMENTAL CAPTURE,Undergraduate,9.15,4.96,4.85,4.88,4.88,4.81,4.85,5,4.96,5
Spring, College of Fine Arts,ART,60464,GRAPHIC NOVEL,Undergraduate,12.11,5,4.89,4.89,5,4.89,4.78,5,5,4.89
Spring, College of Fine Arts,ART,60475,ADV DP3: OPEN PRINT,Undergraduate,9.5,5,4.5,4.5,5,4.75,5,5,5,4.75
Spring, College of Fine Arts,ART,60476,ADV PRINT SERIGRAPHY,Undergraduate,11.38,4.75,4.5,4.63,4.5,4.63,4.5,4.75,4.75,4.63
Spring, College of Fine Arts,ART,60479,PICTURING IDENTITY,Undergraduate,6.5,5,4,3.5,4.5,4,4.5,5,4,4
Spring, College of Fine Arts,ART,60499,STDIO INDEPNDNT STDY,Undergraduate,8,5,5,5,5,5,5,5,5,5
Spring, College of Fine Arts,ART,60702,MFA CRIT STUDIES 2,Graduate,9.8,4.6,3.8,3.5,4.6,4,3.8,3.6,3.5,3.5
Spring, College of Fine Arts,ART,60711,MFA THESIS WRITING,Graduate,9.2,4.6,4.6,4.8,4.6,4.6,4.6,4.6,4.4,4.4
Spring, College of Fine Arts,ART,60761,EXPERIMENTAL CAPTURE,Graduate,12.2,4.8,4.8,4.8,4.8,4.4,4,5,4.4,4.6
Spring, College of Fine Arts,ART,60791,MFA INTEGRATIVE SEM,Graduate,6.13,4.63,4.75,4.63,4.75,4.71,4.75,4.63,4.63,4.63
Spring, Tepper School of Business,BA,70100,GLOBAL BUSINESS,Undergraduate,4.92,4.25,4.31,4.33,4.14,4.44,4.06,4.61,4.14,3.89
Spring, Tepper School of Business,BA,70104,BLE I,Undergraduate,3.16,4.81,4.23,4.57,4.27,4.69,4.43,4.81,4.43,3.96
Spring, Tepper School of Business,BA,70110,BUSINESS COMPUTING,Undergraduate,8.25,4.15,4.27,4.28,3.99,4.16,4.15,4.59,3.99,3.99
Spring, Tepper School of Business,BA,70122,INTRO TO ACCOUNTING,Undergraduate,6.7,4.3,4.27,4.22,3.83,4.12,4.17,4.62,4.13,3.92
Summer, Tepper School of Business,BA,70122,INTRO TO ACCOUNTING,Undergraduate,11.06,4.88,4.94,4.88,5,4.94,4.94,5,4.81,4.81
Spring, Tepper School of Business,BA,70201,PROFSSNL & SRVC PROJ,Undergraduate,3.09,4.7,4.45,4.52,4.52,4.36,4.52,4.7,4.42,4.18
Spring, Tepper School of Business,BA,70205,BLE II,Undergraduate,4.9,4.63,4.16,4.38,4.26,4.38,4.21,4.5,4.21,3.79
Spring, Tepper School of Business,BA,70207,PROB & STAT BUS APPL,Undergraduate,6.8,4,3.8,4.1,3.5,3.7,3.5,4.3,3.7,3.5
Spring, Tepper School of Business,BA,70208,REGRESSION ANALYSIS,Undergraduate,8.93,4.67,4.63,4.74,4.19,4.56,4.7,4.89,4.63,4.63
Summer, Tepper School of Business,BA,70208,REGRESSION ANALYSIS,Undergraduate,10.17,4.17,4.17,4.17,4,3.83,3.83,4.17,4,4
Spring, Tepper School of Business,BA,70246,ENTREP MINDSET,Undergraduate,5.23,4.83,4.67,4.75,4.83,4.92,4.92,5,4.92,4.83
Spring, Tepper School of Business,BA,70257,OPTI FOR BUSNS,Undergraduate,9.97,4.29,4.4,4.38,4.01,4.41,4.23,4.55,4.26,4.19
Summer, Tepper School of Business,BA,70257,OPTI FOR BUSNS,Undergraduate,10.36,4.57,4.71,4.64,4.29,4.71,4.5,4.86,4.64,4.71
Spring, Tepper School of Business,BA,70258,DEV BLOCKCHAIN CASE,Undergraduate,5,4.5,4.67,5,4.67,5,4.83,5,5,5
Spring, Tepper School of Business,BA,70305,BLE III,Undergraduate,3.12,4.83,4.22,4.33,4.59,4.43,4.5,4.86,4.57,3.9
Spring, Tepper School of Business,BA,70311,ORGNZTN BEHAVIOR,Undergraduate,7,4.77,4.72,4.71,4.46,4.67,4.77,4.9,4.69,4.63
Summer, Tepper School of Business,BA,70311,ORGNZTN BEHAVIOR,Undergraduate,11.15,4.95,4.5,4.65,4.95,4.9,4.55,5,4.8,4.85
Spring, Tepper School of Business,BA,70321,NEGOTIATN CNFLCT RES,Undergraduate,5.38,4.94,4.69,4.94,4.88,5,4.75,5,4.75,4.69
Summer, Tepper School of Business,BA,70321,NEGOTIATN CNFLCT RES,Undergraduate,9.5,4.75,4.75,4.75,4.75,4.75,4.75,4.5,4.75,4.75
Spring, Tepper School of Business,BA,70332,BUS SOCIETY & ETHICS,Undergraduate,8.23,4.53,4.58,4.52,4.33,4.48,4.44,4.67,4.26,4.23
Spring, Tepper School of Business,BA,70340,BUSINESS COMMUNCTNS,Undergraduate,6.97,4.89,4.56,4.73,4.59,4.84,4.74,4.89,4.77,4.63
Spring, Tepper School of Business,BA,70341,TEAM DYNAMICS,Undergraduate,7.64,4.68,3.77,3.82,4.05,4.33,4.18,4.59,4,3.73
Spring, Tepper School of Business,BA,70342,MANAGE ACRSS CLTURES,Undergraduate,10.89,4.65,4.59,4.71,4.35,4.53,4.59,4.82,4.53,4.47
Spring, Tepper School of Business,BA,70345,BUSINESS PRSNTATIONS,Undergraduate,8.74,4.45,4.37,4.53,4.52,4.61,4.45,4.44,4.46,4.43
Spring, Tepper School of Business,BA,70350,ACTING FOR BUSINESS,Undergraduate,4.77,4.54,4.27,4.36,4.69,4.42,4.38,3.81,4.42,4.38
Spring, Tepper School of Business,BA,70352,BUSINESS ACTING,Undergraduate,5,4.63,4.75,4.5,4.88,4.63,4.63,4.88,4.75,4.63
Spring, Tepper School of Business,BA,70364,BUSINESS LAW,Undergraduate,8,4.33,4.33,4.67,3.67,4,3.33,5,3.33,3.33
Spring, Tepper School of Business,BA,70366,INTEL PROPRTY & ECOM,Undergraduate,5.3,4.4,4.6,4.4,3.7,4.6,4.5,4.8,4.4,4.3
Spring, Tepper School of Business,BA,70371,OPERATIONS MGMT,Undergraduate,7.23,4.6,4.42,4.47,4.21,4.19,4.38,4.77,4.38,4.19
Summer, Tepper School of Business,BA,70371,OPERATIONS MGMT,Undergraduate,12.07,4.55,4.48,4.21,4.14,4.24,4.37,4.76,4.24,4.14
Spring, Tepper School of Business,BA,70374,DATA MINING BUS ANLY,Undergraduate,6.73,4.12,3.85,4,3.61,4.03,3.85,4.58,3.55,3.52
Spring, Tepper School of Business,BA,70381,MARKETING I,Undergraduate,7.34,4.7,4.53,4.63,4.51,4.59,4.67,4.89,4.5,4.49
Summer, Tepper School of Business,BA,70381,MARKETING I,Undergraduate,13,4.75,3.75,4.25,4.13,4.38,4.13,4.88,3.88,4
Spring, Tepper School of Business,BA,70385,CONSUMER BEHAVIOR,Undergraduate,7.4,2.67,3.17,2.67,2.5,3.17,3.17,2.17,2.5,2.83
Spring, Tepper School of Business,BA,70391,FINANCE,Undergraduate,8.28,4.28,4.35,4.38,3.85,4.38,4.22,4.63,4.15,4.13
Summer, Tepper School of Business,BA,70391,FINANCE,Undergraduate,12.37,4.32,4.11,4.37,3.89,4.42,4.21,4.53,4.05,4.16
Spring, Tepper School of Business,BA,70398,INTERNATNL FINANCE,Undergraduate,9.5,4.75,5,5,4.5,5,4.75,5,4.5,4.75
Spring, Tepper School of Business,BA,70401,MANAGEMENT GAME,Undergraduate,10.15,3.78,3.56,3.8,3.37,3.85,3.41,4.46,3.49,3.51
Spring, Tepper School of Business,BA,70415,INTRO ENTREPRENRSHIP,Undergraduate,7.33,4.33,4.07,4.2,4.31,4.44,4.26,4.21,4.15,4.15
Spring, Tepper School of Business,BA,70416,NEW VENTURE CREATION,Undergraduate,9.1,4.65,4.65,4.58,4.32,4.58,4.6,4.95,4.6,4.55
Spring, Tepper School of Business,BA,70417,TPCS IN ENTREPRNRSHP,Undergraduate,6.2,4.8,4.8,4.8,4.8,4.6,4.6,5,4.8,4.6
Spring, Tepper School of Business,BA,70422,MANAGERIAL ACCOUNTNG,Undergraduate,7,4.83,4.67,4.67,4.33,4.67,4.83,4.83,4.67,4.83
Spring, Tepper School of Business,BA,70427,MODERN BANKS,Undergraduate,8,5,4,4,4,5,4,5,5,4.5
Spring, Tepper School of Business,BA,70438,COMMERCLZN & INNOVTN,Undergraduate,4,3.33,2.67,3,4,4,3.67,3.67,3.33,3.33
Spring, Tepper School of Business,BA,70440,CORPORATE STRATEGY,Undergraduate,9.43,5,4.57,4.86,4.86,5,5,4.86,5,5
Spring, Tepper School of Business,BA,70443,DGTL MKTG SCL MD STG,Undergraduate,6.8,4.2,4.1,4.22,4.11,4.67,4.6,5,4.2,4.3
Spring, Tepper School of Business,BA,70455,MODRN DATA MANGEMNT,Undergraduate,8.42,4.88,4.67,4.75,4.71,4.83,4.83,4.92,4.71,4.75
Spring, Tepper School of Business,BA,70460,MATH MDLS FR CNSLTNG,Undergraduate,8.6,5,5,5,5,5,5,4.6,5,5
Spring, Tepper School of Business,BA,70462,UNCERT RISK MODELING,Undergraduate,8,3.8,3.8,4.2,4,4.6,4.2,4.4,3.8,3.8
Spring, Tepper School of Business,BA,70471,SUPPLY CHAIN MGMT,Undergraduate,7.44,4.06,4.56,4.56,3.75,4.63,4.62,4.62,4.37,4.44
Spring, Tepper School of Business,BA,70480,INTERNTNL MARKETING,Undergraduate,5.67,4.78,4.78,4.78,4.78,4.67,4.78,4.89,4.56,4.56
Spring, Tepper School of Business,BA,70481,MARKETING RESEARCH,Undergraduate,7,4.67,4.33,4.67,5,5,4.33,5,4.67,4.33
Spring, Tepper School of Business,BA,70485,PRODUCT & BRAND MGT,Undergraduate,5.25,4.25,4.5,4.33,4.33,4.25,4,4.67,4.17,4.08
Spring, Tepper School of Business,BA,70489,PROD SRV INNOVAT,Undergraduate,7.5,5,4.5,4.75,5,4.75,4.75,5,5,4.5
Spring, Tepper School of Business,BA,70490,BG DTA FINC MCH LRNG,Undergraduate,7.25,5,4.75,4.75,4.75,5,5,5,5,4
Spring, Tepper School of Business,BA,70492,INVESTMENT ANALYSIS,Undergraduate,8.44,4.68,4.41,4.44,4.18,4.53,4.24,4.82,4.18,4.24
Spring, Tepper School of Business,BA,70493,VALUATION AND FIN MO,Undergraduate,7.27,4.84,4.84,4.86,4.73,4.86,4.84,4.98,4.86,4.84
Spring, Tepper School of Business,BA,70494,MRKTS: ANOM & EFCNCY,Undergraduate,13.39,3.83,3.67,3.83,3.83,3.56,3.72,3.94,3.72,3.33
Spring, Tepper School of Business,BA,70495,CORPORATE FINANCE,Undergraduate,7.88,4.57,4.69,4.73,4.33,4.75,4.55,4.78,4.55,4.52
Spring, Carnegie Institute of Technology,BMD,42101,INTRODUCTION BIOMED,Undergraduate,8.24,3.8,3.73,3.9,2.9,4.22,3.8,4.37,3.59,3.49
Spring, Carnegie Institute of Technology,BMD,42201,PRO ISSUES IN BIOMED,Undergraduate,2.19,4.84,4.9,4.97,4.32,4.87,4.87,5,4.8,4.68
Spring, Carnegie Institute of Technology,BMD,42202,PHYSIOLOGY,Undergraduate,8.56,4.79,4.77,4.6,4.07,4.79,4.67,4.88,4.7,4.63
Spring, Carnegie Institute of Technology,BMD,42203,BIOMED ENG LAB,Undergraduate,8.25,4.25,4,4.33,3.5,4.58,4.33,4.67,4.08,4
Spring, Carnegie Institute of Technology,BMD,42302,BIOMED EN SY MD ANLY,Undergraduate,6.85,4.46,4.62,4.69,4.38,4.85,4.31,4.85,4.31,4.31
Spring, Carnegie Institute of Technology,BMD,42402,BME DESIGN PROJECT,Undergraduate,8.45,4.85,4.25,4.5,4.55,4.65,4.4,4.95,4.75,4.45
Spring, Carnegie Institute of Technology,BMD,42444,MEDICAL DEVICES,Undergraduate,6.5,4.33,4.33,4.33,3.83,4.67,4,5,4.17,4.17
Spring, Carnegie Institute of Technology,BMD,42612,TISSUE ENG,Graduate,14,4,4,3.5,4,3.5,3.5,5,4.5,4
Spring, Carnegie Institute of Technology,BMD,42613,POLY BIOMAT,Graduate,7.25,4.5,4.75,4.75,4.5,4.5,4.5,5,4.5,4.5
Spring, Carnegie Institute of Technology,BMD,42624,BIOLGL TRNSP DRG DLV,Graduate,9.36,4.73,4.82,4.55,4,4.64,4.82,4.91,4.82,4.55
Spring, Carnegie Institute of Technology,BMD,42630,INTRO NEURO ENG,Graduate,9,4.75,5,4.75,4.25,4.75,4.75,5,4.5,4.75
